timestamp_us,px,py,pz,qw,qx,qy,qz
275949574,0.0431821,-0.00812967,1.0152,0.997281,-0.00360825,-0.00406844,-0.0734883
276065349,0.0429292,-0.00932163,1.00925,0.997274,-0.00160541,-0.000678136,-0.073766
276229110,0.0421414,-0.00846464,1.01191,0.997276,-0.00277046,-0.00217907,-0.0736728
276416109,0.0418805,-0.010683,1.01692,0.997277,-0.00282248,-0.00193912,-0.0736656
276537651,0.0432186,-0.0134725,1.01364,0.997258,-0.00362679,-0.0029871,-0.0738576
276776861,0.0433466,-0.0136498,1.02173,0.997254,-0.00272091,-0.0018244,-0.0739907
276895357,0.0437137,-0.0145139,1.02228,0.99725,-0.00327986,-0.00123037,-0.0740252
277046679,0.0449125,-0.0142854,1.02488,0.997243,-0.00323635,-0.000436616,-0.0741386
277207352,0.0456394,-0.0156431,1.01692,0.997242,-0.00432787,-0.00307496,-0.0740226
277374446,0.0479361,-0.015544,1.01581,0.997217,-0.00473598,-0.00395583,-0.0742915
277528368,0.0484709,-0.0169607,1.01764,0.997225,-0.00451131,-0.00339119,-0.0742342
277733877,0.0489508,-0.0197538,1.01397,0.9972,-0.0041733,-0.00148922,-0.0746495
